,name,prompt,style,class,quality_mos,authenticity_mos,correspondence_mos,quality_std,authenticity_std,correspondence_std
43,43.png,A giraffe walking through a green grass covered field,Simple Detail,Animals,46.35447132,40.58995011,39.26292679,0.88257995,0.825577947,0.779863536
44,44.png,a woman with long hair,Simple Detail,People,51.06516108,48.43593709,54.83651018,0.998683344,0.885226373,0.951453182
45,45.png,a woman with long hair,Simple Detail,People,62.67969911,53.27842668,65.63014594,0.917662935,1.025978352,0.9701425
46,46.png,a woman with long hair,Simple Detail,People,54.27385448,50.38198869,56.48227023,1.371706582,1.089422831,1.260743306
47,47.png,a woman with long hair,Simple Detail,People,60.56283984,51.91809104,62.21655826,1.128576187,1.35627198,1.134261746
48,48.png,A red bus is driving on the road,Simple Detail,Vehicles,56.67935174,52.97581099,59.05734491,1.039989878,1.050062655,0.857492926
49,49.png,A red bus is driving on the road,Simple Detail,Vehicles,61.01813553,51.41899507,62.55918925,0.805681579,1.209610638,0.85498196
50,50.png,A red bus is driving on the road,Simple Detail,Vehicles,52.46470589,48.85098852,44.12074527,1.209610638,1.281446551,0.940324692
51,51.png,A red bus is driving on the road,Simple Detail,Vehicles,59.82778002,51.23519846,62.60334652,1.116070802,1.333771858,1.031662486
52,52.png,a teddy bear on a skateboard,Simple Detail,Artifacts,68.12995416,60.84090245,62.98609013,1.003262651,1.182103388,0.988086934
53,53.png,a teddy bear on a skateboard,Simple Detail,Artifacts,57.3453421,53.5380884,55.29701415,0.964274111,1.308876577,1.301820588
54,54.png,a teddy bear on a skateboard,Simple Detail,Artifacts,47.20024056,50.26506521,48.41483984,1.011628298,1.182103388,0.820069887
55,55.png,a teddy bear on a skateboard,Simple Detail,Artifacts,63.61267689,59.53947142,55.39472456,1.276302225,1.429022485,1.417930293
56,56.png,a pumpkin with a candle in it,Simple Detail,Produce & Plants,60.19248533,58.93479001,45.19437142,1.341640786,1.316894273,1.357241785
57,57.png,a pumpkin with a candle in it,Simple Detail,Produce & Plants,57.59894993,56.84024055,55.85476531,1.277332747,1.429022485,1.460893742
58,58.png,a pumpkin with a candle in it,Simple Detail,Produce & Plants,67.14875976,65.62126729,58.50231902,1.08417646,1.190974833,1.192079121
59,59.png,a pumpkin with a candle in it,Simple Detail,Produce & Plants,60.25131999,56.52441934,60.51347745,0.885226373,0.955133866,1.056862841
60,60.png,A bowl of Chicken Pho,Simple Detail,Food & Beverage,57.53269268,59.80744764,54.53132535,1.316894273,1.394538218,1.281446551
61,61.png,A bowl of Chicken Pho,Simple Detail,Food & Beverage,61.04022508,64.47696531,57.29769123,1.056862841,0.923548145,1.386969434
62,62.png,A bowl of Chicken Pho,Simple Detail,Food & Beverage,60.05208886,65.71428175,57.88707197,1.341640786,0.998364676,1.468977446
63,63.png,A bowl of Chicken Pho,Simple Detail,Food & Beverage,61.39816002,55.08921802,56.88216986,1.301820588,1.424411236,1.346426937
64,64.png,A heart made of chocolate,Simple Detail,Illustrations,62.2177764,56.75662424,55.67138839,1.23969436,1.386969434,1.496487115
65,65.png,A heart made of chocolate,Simple Detail,Illustrations,60.24483017,60.98863297,56.06046477,1.002919714,1.116070802,1.301820588
66,66.png,A heart made of chocolate,Simple Detail,Illustrations,64.72376394,61.8432992,61.0732247,1.099042646,1.386969434,1.308876577
67,67.png,A heart made of chocolate,Simple Detail,Illustrations,58.55848568,62.01534637,62.2192199,1.39548143,1.353358396,1.417930293
68,68.png,a coffee table with a magazine on it,Simple Detail,Indoor Scenes,67.76627122,62.60879052,61.29052439,0.826442095,1.409553867,1.108183277
69,69.png,a coffee table with a magazine on it,Simple Detail,Indoor Scenes,61.18345055,54.5878574,53.75326183,1.097578408,1.321880638,1.348488433
70,70.png,a coffee table with a magazine on it,Simple Detail,Indoor Scenes,60.37998385,57.46142463,57.37302133,1.386969434,1.268027893,1.268027893
71,71.png,a coffee table with a magazine on it,Simple Detail,Indoor Scenes,63.48179277,60.82270825,58.49526923,1.118687619,1.073334423,1.234376041
72,72.png,Sunset over the sea,Simple Detail,Outdoor Scenes,64.62212529,56.40388004,61.93292569,0.944513241,1.348488433,1.08417646
73,73.png,Sunset over the sea,Simple Detail,Outdoor Scenes,50.91636468,48.04806268,53.7040284,1.234376041,1.482352327,1.348488433
74,74.png,Sunset over the sea,Simple Detail,Outdoor Scenes,57.6338575,55.79081725,62.25756375,0.940324692,1.118033989,1.208522369
75,75.png,Sunset over the sea,Simple Detail,Outdoor Scenes,52.63898548,48.56812357,56.77942892,1.165287405,0.864504726,0.766964989
76,76.png,a boat in the canals of venice,Simple Detail,World Knowledge,49.14692578,46.36113092,51.44791566,0.85498196,0.944513241,1.071152847
77,77.png,a boat in the canals of venice,Simple Detail,World Knowledge,45.56412693,45.71406244,48.23233134,1.234376041,1.277332747,1.301820588
78,78.png,a boat in the canals of venice,Simple Detail,World Knowledge,51.00736386,47.05287602,50.46232706,1.050062655,1.386969434,1.293709477
79,79.png,a boat in the canals of venice,Simple Detail,World Knowledge,60.49118472,55.95317015,56.05048939,1.089422831,1.118033989,1.29269201
80,80.png,A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope.,Complex,Animals,46.66101408,42.21564949,40.83722746,0.955133866,0.976328005,0.834210065
81,81.png,A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope.,Complex,Animals,56.65707336,45.55619835,39.71204421,0.777544316,1.190974833,0.942809042
82,82.png,A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope.,Complex,Animals,50.44172368,46.88863479,41.29711918,1.316894273,1.348488433,1.014514547
83,83.png,A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope.,Complex,Animals,56.60359141,50.55235038,48.54199625,1.039989878,1.136708082,1.218281793
84,84.png,a grandmother reading a book to her grandson and granddaughter,Complex,People,49.03229137,43.45524579,40.54499833,1.208522369,1.056862841,0.970319776
85,85.png,a grandmother reading a book to her grandson and granddaughter,Complex,People,53.57495661,47.72496028,46.84396961,1.333771858,1.273205652,1.020262551
86,86.png,a grandmother reading a book to her grandson and granddaughter,Complex,People,46.73299541,41.69662496,40.138331,1.268027893,0.833508753,1.242521488
87,87.png,a grandmother reading a book to her grandson and granddaughter,Complex,People,53.47289364,47.3314295,45.89775772,1.518309309,1.431782106,1.145931017
88,88.png,a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. ,Complex,Vehicles,61.25655771,56.02309496,52.28108858,0.955133866,1.136708082,1.460893742
89,89.png,a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. ,Complex,Vehicles,61.72239799,52.27916891,50.50639631,0.942809042,1.293709477,1.436369693
90,90.png,a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. ,Complex,Vehicles,48.75942987,39.21018113,39.00933853,1.281446551,0.72547625,0.816496581
91,91.png,a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. ,Complex,Vehicles,58.11156599,49.57468337,45.88496258,1.147078669,1.196486083,1.276302225
92,92.png,a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Complex,Artifacts,59.90378565,52.44102391,60.58937809,1.348488433,1.076055174,0.955133866
93,93.png,a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Complex,Artifacts,55.13376833,47.13027778,45.42694371,0.933458638,0.683985568,1
94,94.png,a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Complex,Artifacts,58.12560363,49.61291513,52.1719438,1.39548143,1.23969436,1.297771369
95,95.png,a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Complex,Artifacts,58.6054822,47.0835787,41.72422919,1,0.964274111,0.602140432
96,96.png,a tree reflected in the sunroof of a blue car,Complex,Produce & Plants,55.56866664,55.47948545,53.50624814,1.301820588,1.136708082,1.276302225
97,97.png,a tree reflected in the sunroof of a blue car,Complex,Produce & Plants,59.28523252,58.33751284,41.52342182,1.277332747,1.174285897,0.988086934
98,98.png,a tree reflected in the sunroof of a blue car,Complex,Produce & Plants,55.32835689,52.63597599,52.98370851,1.260743306,1.394538218,1.316894273
99,99.png,a tree reflected in the sunroof of a blue car,Complex,Produce & Plants,54.04060811,50.97528287,46.1515414,1.136708082,1.105012503,1
100,100.png,a pineapple with one beer to its left and two beers on its right,Complex,Food & Beverage,51.55297907,53.23090408,42.93241059,1.276302225,1.483239697,0.97872097
101,101.png,a pineapple with one beer to its left and two beers on its right,Complex,Food & Beverage,63.56659769,53.81818723,48.34288418,0.90025414,1.234376041,1.095445115
102,102.png,a pineapple with one beer to its left and two beers on its right,Complex,Food & Beverage,55.04066292,53.16327533,48.81768832,1.105012503,1.025978352,1.182103388
103,103.png,a pineapple with one beer to its left and two beers on its right,Complex,Food & Beverage,62.06185679,58.95845976,53.25754388,1.019545823,1.276302225,1.076055174
104,104.png,"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats.",Complex,Illustrations,56.30076509,51.44032019,46.54120796,1.174285897,1.333771858,1.147078669
105,105.png,"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats.",Complex,Illustrations,57.98560151,55.29973176,54.23144118,1.317893055,1.208522369,1.302269724
106,106.png,"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats.",Complex,Illustrations,51.3533592,51.20222316,45.31773365,1.316894273,1.316894273,1.073334423
107,107.png,"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats.",Complex,Illustrations,63.67511595,56.95739884,53.90038351,0.911267994,1.380312703,1.071152847
108,108.png,A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table,Complex,Indoor Scenes,61.99454142,55.47382402,58.52211636,1.118687619,1.301820588,1.316894273
109,109.png,A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table,Complex,Indoor Scenes,54.77352465,51.61232179,58.21473463,0.764719113,1.039989878,0.955133866
110,110.png,A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table,Complex,Indoor Scenes,65.60090923,60.90557876,61.35629512,1.223550581,1.460893742,1.332784975
111,111.png,A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table,Complex,Indoor Scenes,51.1020913,52.21943009,53.51857916,1.414213562,1.256561725,1.410487038
112,112.png,Snow mountain and tree reflection in the lake,Complex,Outdoor Scenes,54.18041997,51.47154639,55.77492267,1.576137851,1.571958216,1.341640786
113,113.png,Snow mountain and tree reflection in the lake,Complex,Outdoor Scenes,67.54840986,59.87071672,58.6552115,1.08417646,1.66938375,1.316894273
114,114.png,Snow mountain and tree reflection in the lake,Complex,Outdoor Scenes,55.8284806,52.39332378,59.58967705,1.225818738,1.316894273,1.017392608
115,115.png,Snow mountain and tree reflection in the lake,Complex,Outdoor Scenes,63.18492316,66.24032142,64.19716763,1.17727011,1.054092553,1.025978352
116,116.png,"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Complex,World Knowledge,61.79935276,59.52432825,56.29213272,1.019545823,1.051314966,0.820069887
117,117.png,"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Complex,World Knowledge,55.74447645,52.87350147,54.43234104,1.268027893,1.293709477,1.164157703
118,118.png,"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Complex,World Knowledge,58.21843684,53.80856765,58.28239889,1.100239208,1.209610638,1.353358396
119,119.png,"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Complex,World Knowledge,49.8822467,42.0731961,47.81635571,1.182103388,0.951453182,1.017392608
120,120.png,a dolphin in an astronaut suit on saturn,Fine-grained Detail,Animals,56.30201253,52.50184188,47.86404542,1.465390194,1.618966532,1.386969434
121,121.png,a dolphin in an astronaut suit on saturn,Fine-grained Detail,Animals,48.83019029,42.22962594,38.78774023,1.056309365,0.966545667,0.779863536
122,122.png,a dolphin in an astronaut suit on saturn,Fine-grained Detail,Animals,51.67608018,43.251786,44.74393117,1.297771369,1.065130473,0.998683344
123,123.png,a dolphin in an astronaut suit on saturn,Fine-grained Detail,Animals,53.3171156,49.27079311,46.68499455,1.268027893,1.268027893,0.901590537
124,124.png,a library filled with kids reading books,Fine-grained Detail,People,53.79138636,50.82438854,51.67105686,1.348488433,1.424411236,1.376494403
125,125.png,a library filled with kids reading books,Fine-grained Detail,People,44.21034407,40.28259602,51.33568267,1.017392608,0.994134847,1.252366182
126,126.png,a library filled with kids reading books,Fine-grained Detail,People,50.10164676,44.70902252,46.49198916,1.225818738,0.697802339,1.017392608
127,127.png,a library filled with kids reading books,Fine-grained Detail,People,53.0719455,40.7461264,57.82802362,1.209610638,0.809302638,1.313893371
128,128.png,a large white yacht in a calm bay on a sunny day,Fine-grained Detail,Vehicles,57.29181577,59.08581816,58.20408287,1.095445115,1.234376041,1.313893371
129,129.png,a large white yacht in a calm bay on a sunny day,Fine-grained Detail,Vehicles,57.97840506,59.36146483,60.34844042,1.145931017,1.051314966,1.268027893
130,130.png,a large white yacht in a calm bay on a sunny day,Fine-grained Detail,Vehicles,58.63600062,57.10940066,57.68616522,1.277332747,1.225818738,1.308876577
131,131.png,a large white yacht in a calm bay on a sunny day,Fine-grained Detail,Vehicles,57.59996164,57.33287434,57.80917281,1.468081455,1.316894273,1.357241785
132,132.png,purple lego dollhouse with a pool and a swing,Fine-grained Detail,Artifacts,54.58260667,58.14112371,53.83198403,0.917662935,1.017392608,1.308876577
133,133.png,purple lego dollhouse with a pool and a swing,Fine-grained Detail,Artifacts,55.99860795,59.75339072,58.61000397,0.786397516,0.88257995,0.841191024
134,134.png,purple lego dollhouse with a pool and a swing,Fine-grained Detail,Artifacts,45.97907412,48.71419907,44.58856235,1.225818738,1.151657844,0.998683344
135,135.png,purple lego dollhouse with a pool and a swing,Fine-grained Detail,Artifacts,53.78637994,51.54970488,60.99361367,1.268027893,1.35627198,1.039989878
136,136.png,a small garden with an apple tree behind it,Fine-grained Detail,Produce & Plants,52.36929892,46.57805135,51.13341368,1.213953957,0.945905303,1.182103388
137,137.png,a small garden with an apple tree behind it,Fine-grained Detail,Produce & Plants,49.38318676,48.02194526,50.33105611,1.348488433,1.218281793,1.089422831
138,138.png,a small garden with an apple tree behind it,Fine-grained Detail,Produce & Plants,46.91108821,49.25789066,55.69147538,1.017392608,1.164157703,0.685994341
139,139.png,a small garden with an apple tree behind it,Fine-grained Detail,Produce & Plants,51.26184972,48.70781238,52.26798576,1.123902974,0.766964989,1.145931017
140,140.png,a bloody mary cocktail next to a napkin,Fine-grained Detail,Food & Beverage,56.66235607,59.19091595,51.16729136,1.313893371,1.317893055,1.209610638
141,141.png,a bloody mary cocktail next to a napkin,Fine-grained Detail,Food & Beverage,60.78249537,59.82792058,54.56963278,1.011628298,0.904827857,1.361114095
142,142.png,a bloody mary cocktail next to a napkin,Fine-grained Detail,Food & Beverage,56.74091383,54.55727362,53.13157996,1.231174023,1.182103388,1.242521488
143,143.png,a bloody mary cocktail next to a napkin,Fine-grained Detail,Food & Beverage,56.34335894,57.61620783,55.18995732,1.569445091,1.316894273,1.251315098
144,144.png,a kids' book cover with an illustration of white dog driving a red pickup truck,Fine-grained Detail,Illustrations,58.24552304,50.31798117,53.01000813,0.964274111,1.308876577,1.521771821
145,145.png,a kids' book cover with an illustration of white dog driving a red pickup truck,Fine-grained Detail,Illustrations,49.35210189,44.74730005,44.11571235,1.069923755,1.089422831,1.039989878
146,146.png,a kids' book cover with an illustration of white dog driving a red pickup truck,Fine-grained Detail,Illustrations,48.12466508,40.34193094,43.28004525,1.164157703,0.970319776,1.128576187
147,147.png,a kids' book cover with an illustration of white dog driving a red pickup truck,Fine-grained Detail,Illustrations,47.31880378,41.7211321,50.22874892,1.308876577,1.067872126,1.321880638
148,148.png,A bare kitchen has wood cabinets and white appliances,Fine-grained Detail,Indoor Scenes,57.22943653,62.30775843,57.09729783,0.994722918,0.945905303,1.391704748
149,149.png,A bare kitchen has wood cabinets and white appliances,Fine-grained Detail,Indoor Scenes,54.1716786,53.37788427,57.67230152,1.225818738,1.190974833,1.313893371
150,150.png,A bare kitchen has wood cabinets and white appliances,Fine-grained Detail,Indoor Scenes,61.55288904,65.8893977,57.44506791,1.031662486,0.848114524,1.187655807
151,151.png,A bare kitchen has wood cabinets and white appliances,Fine-grained Detail,Indoor Scenes,56.19905228,59.40350136,56.55862994,1.313893371,1.051314966,1.353358396
152,152.png,a fall landscape with a small cottage next to a lake,Fine-grained Detail,Outdoor Scenes,49.42958799,41.27798931,54.37148712,1.225818738,0.758395279,1.182103388
153,153.png,a fall landscape with a small cottage next to a lake,Fine-grained Detail,Outdoor Scenes,63.47311279,62.91208725,65.18948606,0.917662935,1.128576187,1.119210248
154,154.png,a fall landscape with a small cottage next to a lake,Fine-grained Detail,Outdoor Scenes,60.01309279,55.24316694,60.29584016,1.136708082,1.196486083,1.391704748
155,155.png,a fall landscape with a small cottage next to a lake,Fine-grained Detail,Outdoor Scenes,60.44989246,55.30848218,57.67989718,1.260743306,1.29269201,1.468081455
156,156.png,a teddy bear on a skateboard in times square,Fine-grained Detail,World Knowledge,58.20535015,51.74800727,59.222665,0.837707817,1.165287405,0.904827857
157,157.png,a teddy bear on a skateboard in times square,Fine-grained Detail,World Knowledge,53.88115883,51.29378721,47.77043483,1.252366182,1.182103388,1.011628298
158,158.png,a teddy bear on a skateboard in times square,Fine-grained Detail,World Knowledge,60.24000528,62.71817436,61.84059095,1.108183277,1.134261746,1.069923755
159,159.png,a teddy bear on a skateboard in times square,Fine-grained Detail,World Knowledge,63.20911228,55.92392913,60.27628449,0.963381843,1.454575359,1.273205652
160,160.png,A blue colored dog,Imagination,Animals,60.90865444,59.41776774,63.19653504,0.945905303,1.100239208,0.933302004
161,161.png,A blue colored dog,Imagination,Animals,51.82034994,49.83205757,59.44185206,1.025978352,1.251315098,0.857492926
162,162.png,A blue colored dog,Imagination,Animals,49.00046439,44.05636719,50.97877743,1.268027893,1.017392608,1.333771858
163,163.png,A blue colored dog,Imagination,Animals,59.01743426,54.65774424,46.14206813,1.073334423,1.268027893,0.785905248
164,164.png,A photo of an astronaut riding a horse in the forest.,Imagination,People,66.6278674,65.13783778,66.67792742,0.809302638,0.970319776,1.050062655
165,165.png,A photo of an astronaut riding a horse in the forest.,Imagination,People,57.23986946,53.3162199,59.94868639,1.468081455,1.531253357,1.429022485
166,166.png,A photo of an astronaut riding a horse in the forest.,Imagination,People,54.08704653,58.23822279,60.62419417,1.105012503,0.901590537,0.988086934
167,167.png,A photo of an astronaut riding a horse in the forest.,Imagination,People,53.91027237,49.6582917,56.43773534,1.039989878,1.321880638,0.864504726
168,168.png,A bicycle on top of a boat,Imagination,Vehicles,53.35967717,49.66485771,45.26248298,1.165287405,1.069923755,1.187655807
169,169.png,A bicycle on top of a boat,Imagination,Vehicles,57.73279338,50.68402677,54.9841393,1.357241785,1.293709477,1.409553867
170,170.png,A bicycle on top of a boat,Imagination,Vehicles,52.78080568,45.70256857,47.59646201,1.119210248,0.857492926,1.174285897
171,171.png,A bicycle on top of a boat,Imagination,Vehicles,56.13776457,52.03805961,49.89136417,0.955133866,1.119210248,0.85498196
172,172.png,a sword slicing through a loaf of bread,Imagination,Artifacts,51.60154579,51.38339274,46.61217468,1.35627198,1.190974833,0.901590537
173,173.png,a sword slicing through a loaf of bread,Imagination,Artifacts,58.2599849,50.23149403,53.41118449,1.234376041,1.348488433,1.276302225
174,174.png,a sword slicing through a loaf of bread,Imagination,Artifacts,61.10415727,54.07528027,54.77095131,1.251315098,1.225818738,1.23969436
175,175.png,a sword slicing through a loaf of bread,Imagination,Artifacts,56.61070627,51.39215452,55.62615551,1.231174023,1.145931017,1.218281793
176,176.png,an orange wearing a cowboy hat,Imagination,Produce & Plants,50.20876975,46.80610135,44.65234092,1.372665482,1.020262551,1.056862841
177,177.png,an orange wearing a cowboy hat,Imagination,Produce & Plants,53.52322011,50.32829926,50.10794845,1.119210248,0.805681579,1.196486083
178,178.png,an orange wearing a cowboy hat,Imagination,Produce & Plants,48.187838,54.32472032,46.442455,1.164157703,1.182103388,1
179,179.png,an orange wearing a cowboy hat,Imagination,Produce & Plants,59.75915041,55.27356575,46.77413871,1.050062655,1.209610638,1.073334423
180,180.png,A bowl of soup that looks like a monster with tofu says deep learning,Imagination,Food & Beverage,57.38912107,51.96903632,50.24804684,1.429022485,1.586124041,1.531253357
181,181.png,A bowl of soup that looks like a monster with tofu says deep learning,Imagination,Food & Beverage,56.23728185,54.2424881,48.28800106,1.454575359,1.209610638,1.225818738
182,182.png,A bowl of soup that looks like a monster with tofu says deep learning,Imagination,Food & Beverage,65.73353239,58.68666521,54.94869825,0.970319776,1.394538218,1.196486083
183,183.png,A bowl of soup that looks like a monster with tofu says deep learning,Imagination,Food & Beverage,60.86935116,55.90609975,47.89319593,1.065130473,1.182103388,0.994722918
184,184.png,a drawing of a series of musical notes wrapped around the Earth,Imagination,Illustrations,44.64664214,48.29418214,52.08953772,1.020262551,0.97872097,1.297771369
185,185.png,a drawing of a series of musical notes wrapped around the Earth,Imagination,Illustrations,57.64008244,56.11922068,53.6862357,0.901590537,0.917662935,1.234376041
186,186.png,a drawing of a series of musical notes wrapped around the Earth,Imagination,Illustrations,51.79811767,43.88115567,40.86904898,1.213953957,1.108183277,0.970319776
187,187.png,a drawing of a series of musical notes wrapped around the Earth,Imagination,Illustrations,53.01729466,47.1307655,48.42996275,1.071152847,1.231174023,1.174285897
188,188.png,a small kitchen with a white goat in it,Imagination,Indoor Scenes,60.22982934,56.53663163,51.7082969,1.089422831,0.97872097,0.594088526
189,189.png,a small kitchen with a white goat in it,Imagination,Indoor Scenes,54.02562707,49.69251817,44.55636081,1.446411167,1.460893742,1.142481141
190,190.png,a small kitchen with a white goat in it,Imagination,Indoor Scenes,54.12856058,52.73231925,53.6609615,1.182103388,1.337712108,1.293709477
